id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
fbecb387,single_high_risk:annoyed=0.6,1,26,141,[annoyed=0.6],"A tall, brown miner enters the living room, goes to the little bed by the window, speaks softly, and, bending over the tiny girl, kisses her.","[annoyed=0.6] A tall, brown miner enters the living room, goes to the little bed by the window, speaks softly, and, bending over the tiny girl, kisses her."
f07a993a,single_high_risk:annoyed=0.6,1,25,163,[annoyed=0.6],"In explaining these intellectual realities, one is obliged to express them by sensible figures because in exterior existence there is nothing that is not material.","[annoyed=0.6] In explaining these intellectual realities, one is obliged to express them by sensible figures because in exterior existence there is nothing that is not material."
5a53b572,single_high_risk:annoyed=0.6,1,25,150,[annoyed=0.6],"She was sitting at work near them, when Theo chanced to mention Arthur Brunwalde, and, to her surprise, Priscilla looked up from her desk immediately.","[annoyed=0.6] She was sitting at work near them, when Theo chanced to mention Arthur Brunwalde, and, to her surprise, Priscilla looked up from her desk immediately."
841a1de8,single_high_risk:annoyed=0.6,1,24,140,[annoyed=0.6],"With real though rude art, the harlequin danced slowly backwards out of the door into the garden, which was full of moonlight and stillness.","[annoyed=0.6] With real though rude art, the harlequin danced slowly backwards out of the door into the garden, which was full of moonlight and stillness."
c2bb2fb7,single_high_risk:annoyed=0.6,1,24,145,[annoyed=0.6],"His muscular development was finely hard, but his power came rather from that higher nerve energy which counts for nothing upon a measuring tape.","[annoyed=0.6] His muscular development was finely hard, but his power came rather from that higher nerve energy which counts for nothing upon a measuring tape."
e27b017e,single_high_risk:annoyed=0.6,1,22,125,[annoyed=0.6],"He followed the lady to her castle and ate voraciously of her supper, but was quite impenetrable to all her amorous advances.","[annoyed=0.6] He followed the lady to her castle and ate voraciously of her supper, but was quite impenetrable to all her amorous advances."
7119eeec,single_high_risk:annoyed=0.6,1,22,102,[annoyed=0.6],The backup is complete. Now we need to decide whether to roll it back so we can move to the next step.,[annoyed=0.6] The backup is complete. Now we need to decide whether to roll it back so we can move to the next step.
a54bc737,single_high_risk:annoyed=0.6,1,22,110,[annoyed=0.6],"That she was one day to be mistress of the Strata and all it contained was still anything but ""common"" to her.","[annoyed=0.6] That she was one day to be mistress of the Strata and all it contained was still anything but ""common"" to her."
5c80ccbe,single_high_risk:annoyed=0.6,1,22,100,[annoyed=0.6],"He called to his dog who had run away to follow some animal, and his voice came back as in a desert.","[annoyed=0.6] He called to his dog who had run away to follow some animal, and his voice came back as in a desert."
0de9449a,single_high_risk:annoyed=0.6,1,22,118,[annoyed=0.6],"On his arrival at Paris, he was kindly received by King Charles, who promised to assist his views in joining the army.","[annoyed=0.6] On his arrival at Paris, he was kindly received by King Charles, who promised to assist his views in joining the army."
1d5f3ca6,single_high_risk:annoyed=0.6,1,21,120,[annoyed=0.6],"""You have no cause for alarm, ladies, "" said the officer, pausing a moment, and contemplating the pale faces around him.","[annoyed=0.6] ""You have no cause for alarm, ladies, "" said the officer, pausing a moment, and contemplating the pale faces around him."
e754976c,single_high_risk:annoyed=0.6,1,21,102,[annoyed=0.6],"""I did not know it until I reached them, and it was then too late to retreat, "" said Wharton sullenly.","[annoyed=0.6] ""I did not know it until I reached them, and it was then too late to retreat, "" said Wharton sullenly."
513b0ae3,single_high_risk:annoyed=0.6,1,21,107,[annoyed=0.6],"Meanwhile, if his opponent were the best man who ever jumped the ropes into a ring, his own duty was clear.","[annoyed=0.6] Meanwhile, if his opponent were the best man who ever jumped the ropes into a ring, his own duty was clear."
83bde7c3,single_high_risk:annoyed=0.6,1,20,116,[annoyed=0.6],"One bullet, however, better aimed or more treacherous than the rest, finally struck the will o'-the wisp of a child.","[annoyed=0.6] One bullet, however, better aimed or more treacherous than the rest, finally struck the will o'-the wisp of a child."
ec83482a,single_high_risk:annoyed=0.6,1,20,103,[annoyed=0.6],"After that was finished, she begged Houarn to accompany her to a fish pond at the bottom of the garden.","[annoyed=0.6] After that was finished, she begged Houarn to accompany her to a fish pond at the bottom of the garden."
3de34ce5,single_high_risk:annoyed=0.6,1,20,106,[annoyed=0.6],"The publican had seized his right hand, the horse dealer his left, and the Cantab slapped him on the back.","[annoyed=0.6] The publican had seized his right hand, the horse dealer his left, and the Cantab slapped him on the back."
f71ed7b1,single_high_risk:annoyed=0.6,1,20,119,[annoyed=0.6],For some moments the three travelers looked at each other. Then they began to examine the objects imprisoned with them.,[annoyed=0.6] For some moments the three travelers looked at each other. Then they began to examine the objects imprisoned with them.
6aa43841,single_high_risk:annoyed=0.6,1,19,94,[annoyed=0.6],"""Is Miss Darcy much grown since the spring?"" said Miss Bingley; ""will she be as tall as I am?""","[annoyed=0.6] ""Is Miss Darcy much grown since the spring?"" said Miss Bingley; ""will she be as tall as I am?"""
a42ef8ab,single_high_risk:annoyed=0.6,1,19,102,[annoyed=0.6],"When the trail was found, there was the saddle to look for, and this was located with some difficulty.","[annoyed=0.6] When the trail was found, there was the saddle to look for, and this was located with some difficulty."
c6a766b5,single_high_risk:annoyed=0.6,1,19,118,[annoyed=0.6],"Slowly and reluctantly yielding to the necessity, he quitted the place, and mingled with the throng that hovered nigh.","[annoyed=0.6] Slowly and reluctantly yielding to the necessity, he quitted the place, and mingled with the throng that hovered nigh."
9a38baf7,single_high_risk:annoyed=0.6,1,19,90,[annoyed=0.6],"""I'm sure, sir, you may well be proud to have outed him in one round, "" said the publican.","[annoyed=0.6] ""I'm sure, sir, you may well be proud to have outed him in one round, "" said the publican."
55d99f9d,single_high_risk:annoyed=0.6,1,18,89,[annoyed=0.6],The medical assistant sat for a time in the surgery turning it over a little in his mind.,[annoyed=0.6] The medical assistant sat for a time in the surgery turning it over a little in his mind.
12a0eb9f,single_high_risk:annoyed=0.6,1,18,109,[annoyed=0.6],"Doctor Scott, the local coroner, held himself in readiness to summon a coroner's jury at the shortest notice.","[annoyed=0.6] Doctor Scott, the local coroner, held himself in readiness to summon a coroner's jury at the shortest notice."
6fe30279,single_high_risk:annoyed=0.6,1,18,100,[annoyed=0.6],"After that, by the power of the terrible wand she summoned a cricket, and taught him this complaint:","[annoyed=0.6] After that, by the power of the terrible wand she summoned a cricket, and taught him this complaint:"
f2be3c5f,single_high_risk:annoyed=0.6,1,18,83,[annoyed=0.6],"They drank, and then, as if the whiskey had done him good, Joe sat up in his chair.","[annoyed=0.6] They drank, and then, as if the whiskey had done him good, Joe sat up in his chair."
f9d28a2f,single_high_risk:annoyed=0.6,1,18,100,[annoyed=0.6],"Magua waited a little, to permit his words to soften the feelings of the Delawares, before he added:","[annoyed=0.6] Magua waited a little, to permit his words to soften the feelings of the Delawares, before he added:"
3ef558dc,single_high_risk:annoyed=0.6,1,18,85,[annoyed=0.6],"""Some day I shall go over the hills and find them all, Mother, "" he had said stoutly.","[annoyed=0.6] ""Some day I shall go over the hills and find them all, Mother, "" he had said stoutly."
cf4cb4ed,single_high_risk:annoyed=0.6,1,17,91,[annoyed=0.6],All would have been lost had not a brave little kitchen maid named Tilda volunteered to go.,[annoyed=0.6] All would have been lost had not a brave little kitchen maid named Tilda volunteered to go.
0bfc2db7,single_high_risk:annoyed=0.6,1,16,100,[annoyed=0.6],In its economic function the beast of burden may not illogically be classed with inanimate machines.,[annoyed=0.6] In its economic function the beast of burden may not illogically be classed with inanimate machines.
e6ec1b38,single_high_risk:annoyed=0.6,1,16,90,[annoyed=0.6],"He set down in front of her the covered jar,—which was heavy,—and they opened it together.","[annoyed=0.6] He set down in front of her the covered jar,—which was heavy,—and they opened it together."
ffbf02f6,single_high_risk:annoyed=0.6,1,15,84,[annoyed=0.6],"At the first glance, however, he started back slightly, as with a shock of surprise.","[annoyed=0.6] At the first glance, however, he started back slightly, as with a shock of surprise."
e4b8dda9,single_high_risk:annoyed=0.6,1,15,77,[annoyed=0.6],"Welcome Robin's song is one of good cheer, but this one is of pure happiness.","[annoyed=0.6] Welcome Robin's song is one of good cheer, but this one is of pure happiness."
c5e99a45,single_high_risk:annoyed=0.6,1,14,70,[annoyed=0.6],"""It would be too bad to be wrecked before we got to Phantom Mountain.""","[annoyed=0.6] ""It would be too bad to be wrecked before we got to Phantom Mountain."""
8f5ff9bc,single_high_risk:annoyed=0.6,1,14,60,[annoyed=0.6],But yet Mrs. Dale did not dare to get up and leave the room.,[annoyed=0.6] But yet Mrs. Dale did not dare to get up and leave the room.
629ae302,single_high_risk:annoyed=0.6,1,13,73,[annoyed=0.6],"There was a moment of thoughtful silence after this, and then Patsy said:","[annoyed=0.6] There was a moment of thoughtful silence after this, and then Patsy said:"
e7c23dad,single_high_risk:annoyed=0.6,1,13,78,[annoyed=0.6],Among the higher classes the finger nails were kept carefully cut and rounded.,[annoyed=0.6] Among the higher classes the finger nails were kept carefully cut and rounded.
ee62d4d5,single_high_risk:annoyed=0.6,1,13,63,[annoyed=0.6],Now the Lover and the Onlooker had each his own burden to bear.,[annoyed=0.6] Now the Lover and the Onlooker had each his own burden to bear.
44bff92b,single_high_risk:annoyed=0.6,1,13,69,[annoyed=0.6],That worked exactly as expected. But there is one thing I don't like.,[annoyed=0.6] That worked exactly as expected. But there is one thing I don't like.
725d760a,single_high_risk:annoyed=0.6,1,12,82,[annoyed=0.6],One Hundred and Twenty seventh Street-or One Hundred and Thirty seventh Street....,[annoyed=0.6] One Hundred and Twenty seventh Street-or One Hundred and Thirty seventh Street....
bdd43382,single_high_risk:annoyed=0.6,1,12,72,[annoyed=0.6],"Of alteratives and cordials no man doubts, be they simples or compounds.","[annoyed=0.6] Of alteratives and cordials no man doubts, be they simples or compounds."
